"Data Source","World Development Indicators",

"Last Updated Date","2018-05-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Comoros","COM","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","26094000100","31050999800","35190001700","42496000000","46968000500","51435999200","56270000100","59035000800","61795999700","63396999200","68074000000","69630000000","70458000000","74632000000","77351000000","86812000000","88432000000","92846000000","95303000000","102782000000","108850425100","121003000000","128980000000","138425552000","145863384000","150476010800","159264000000","166229079100","175697000000","185625000000","197056000000","207485000000","218582000000","229233666700","240182222200","250932851900","274261031200","",
"Cabo Verde","CPV","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","5714754000","6791358000","8197831000","9926780000","11205501000","12620265000","15279722000","17047809300","19048026900","20855126900","21491983200","22838210600","24293375900","39442799400","33295296200","37438861600","41459204300","45684006400","51229696800","61316313600","64538549100","69380256100","72758110600","79526708100","82086506800","86185500000","97384400000","121973724800","134698360600","135879083600","138568517500","147924000000","150351280900","153723172604.775","154435743094.022","156525067645.855","161242093737.047","",
"Costa Rica","CRI","GDP (current LCU)","NY.GDP.MKTP.CN","2860500200","2929300700","3186600400","3404200400","3608200400","3928500200","4288399800","4633900100","5126699900","5655300100","6524499800","7136999700","8215800000","10162400100","13215699900","16804599900","20675600000","26330699500","30193899500","34584400600","41405500800","57102700500","97505099300","163409194600","204579158800","242229737300","305666567500","366647916000","459572322700","556933868500","677712483000","877700600000","1147149500000","1355933800000","1638617100000","2068165100000","2413234300000","2919611800000","3502260500000","4055405700000","4607290900000","5233427800000","5938755500000","6855361300000","8114385500000","9532875000000","11555641500000","13816350800000","16109612000000","17521034883500","19596936678100","21370733293300","23371405924500","24860943501300","27268997642100","29315643986800","31287383737500","",
"Caribbean small states","CSS","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","5693005200","6914658400","7752798800","8279811300","9352885000","10682480500","11321245100","11791111700","13740423100","14296643600","14337280700","16724710900","17810483700","19074043900","21118598500","20992877500","20190427300","19825717100","20813921600","21086412600","21541368300","17816740600","16343535100","16551768600","21051761800","23835665200","25017300000","25366200000","25736331247.1786","28364615241.6894","30565400000","31682400000","33590500000","35901200000","38203000000","42643836074.8","52742800000","58603900000","60806300000","62080000000","64328000000","68990000000","73141000000","77148000000","80656100000","87132800000","","",
"Curacao","CUW","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","701500000","761600000","799700000","843700000","920000000","","","","","","","","","2672516404.01","2847979928.58902","2873636707.15001","2703056311.49789","2646332189.68178","2707135200","2776938500","","","","","",
"Cyprus","CYP","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","439110600","570502000","722909300","865406600","1076077200","1299049700","1496734900","1751145600","1942167300","2285083700","2532489200","2735300000","3041652200","3410197700","3856142800","4366672700","4569996300","5301619400","5595157100","6237591300","7596100000","7890000000","8414200000","9152500000","9839600000","10804500000","11602900000","12083000000","12871400000","13937900000","15039200000","16263800000","17591000000","19006000000","18673500000","19299500000","19731100000","19489700000","18140500000","17605900000","17742000000","18122500000","",
"Czech Republic","CZE","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","726690820000","874744780400","977860793000","1184030151300","1368861308100","1586447000000","1818342000000","1958725000000","2146389000000","2242417000000","2379393000000","2568309000000","2681644000000","2810382000000","3062444000000","3264931000000","3512798000000","3840117000000","4024117000000","3930409000000","3962464000000","4033755000000","4059912000000","4098128000000","4313789000000","4595783000000","4773240000000","",
"Germany","DEU","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","402370306500","446602028500","486917167700","542318403700","586951826500","614836557400","666600169500","710273973700","757585401900","822783674200","879858663700","921445855300","959852915700","1002321617500","1051117106900","1098439693500","1157266544700","1188509940700","1253406937400","1339739135500","1458040022600","1579800000000","1695320000000","1748550000000","1830290000000","1898880000000","1926320000000","1967090000000","2018230000000","2064880000000","2116480000000","2179850000000","2209290000000","2220080000000","2270620000000","2300860000000","2393250000000","2513230000000","2561740000000","2460280000000","2580060000000","2703120000000","2758260000000","2826240000000","2932470000000","3043650000000","3144050000000","",
"Djibouti","DJI","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","60600999900","","66355998700","70341001200","72727003100","80388200000","82182100000","84961000000","82826600000","87383500000","88456000000","87795000000","89336000000","91396200000","95272700000","97965300000","101730600000","105054800000","110550400000","118375000000","125939000000","136645000000","150693000000","177562000000","186449000000","200578000000","220222000000","240569000000","258584055000","282220630400","306922440000","","",
"Dominica","DMA","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","98200000","121960000","119600000","159570000","178790000","194540000","215800000","242590000","266180000","302600000","341140000","388170000","414110000","449070000","487180000","517750000","541130000","581740000","604900000","638400000","663610000","697790000","722900000","906783700","926422300","911778500","945246300","1011883000","1000000000","1054000000","1137714800","1237113500","1320500700","1333325900","1352768319","1312194568","1355344048","1413899138","1444758785","1570006886","",
"Denmark","DNK","GDP (current LCU)","NY.GDP.MKTP.CN","43162349568","47893016576","53965262848","57444556800","65663959040","73760636928","80960299008","88963596288","98974064640","112570384384","128066000000","141736000000","161449000000","185905000000","208204000000","232574000000","269461000000","298865000000","332877000000","370197000000","400868000000","440780000000","503384000000","554597000000","612129000000","663955000000","712645000000","748427000000","777844000000","821734000000","855557000000","890551000000","923014000000","928466000000","993286000000","1036483000000","1088024000000","1146129000000","1185988000000","1241521000000","1326912000000","1371526000000","1410271000000","1436751000000","1506001000000","1585984000000","1682260000000","1738845000000","1801470000000","1722143000000","1810926000000","1846854000000","1895002000000","1929677000000","1981165000000","2027108000000","2065962000000","",
"Dominican Republic","DOM","GDP (current LCU)","NY.GDP.MKTP.CN","672399700","654100200","824100000","940799900","1025599900","888100000","983900000","1034800000","1079100000","1230500000","1485400100","1666400000","1987300000","2344699900","2925600000","3599300100","3951399900","4587100200","4774400000","5498800100","6631000100","7266999800","7964000300","8622000100","10330399700","15701799900","17780699100","22403600400","32850501600","42392997900","60305199100","123426000000","144063300000","162205100000","182840300000","211024600000","233833300000","274423900000","311282800000","343745300000","388301900000","415520900000","463624300000","617988900000","909036800000","1020002000000","1189801900000","1458416518100","1661642680500","1736041063700","1982161741600","2207748156400","2384280160400","2590678302100","2841202843000","3068138719500","3298426977600","",
"Algeria","DZA","GDP (current LCU)","NY.GDP.MKTP.CN","13446652900","12020492300","9881251800","13344784400","14363469800","15484023800","15007967200","16642189300","19018281000","21018314800","24011524100","24942362600","30318497800","34504847400","55227170800","61444505600","73817292800","86966280200","104558936100","128096878600","162500001800","191400001500","207599992800","233699999700","267600003100","291300016100","299500011500","323699998700","349500014600","423300005900","555800002600","844499976200","1048200020000","1165999996900","1491500007400","1990600032300","2570000007200","2780199911400","2830500102100","3238197611200","4123513883900","4227113122100","4522773346000","5252321113600","6149116689500","7561984348000","8501635797000","9352886354100","11043703483400","9968025299900","11991563886200","14588970000000","16209598000000","16647919000000","17228597800000","16702118600000","17406826200000","",
"East Asia & Pacific (excluding high income)","EAP","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","GDP (current LCU)","NY.GDP.MKTP.CN","841534000","897086200","958138700","1037891900","1155596700","2385904000","2428145000","2552372000","2580943000","3110675000","2861132000","2752900000","3184460000","3889890000","6596096000","7727971000","9087566000","11021061000","11916787000","14168371000","17872943000","21800312000","19920300000","17144261000","16904408000","17140874000","15306803000","13938747000","13045630000","13884170000","15231973000","16980041000","18085191000","18929248000","22697319000","24420668000","25213780000","28147972000","27967906000","19635450000","18318601000","24468324000","28548945000","32432859000","36591661000","41507085000","46802044000","51007777000","61762635000","62519686000","69555367000","79276664000","87924544000","95129659000","101726331000","99290381000","98613972000","",
"Egypt, Arab Rep.","EGY","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","2340100100","2473799900","2522900000","2614700000","2833900000","3058400000","3241100000","3389900000","3806299900","4338999800","5217999900","6727000100","8344000000","9795000300","12705000400","16497000400","17319999500","20781000700","24170000400","28504000500","33131999200","38356000800","51566600200","61713600500","76791103500","96137699300","111244402700","139100000000","155200000000","175000000000","204000000000","229400000000","265900000000","287400000000","307600000000","340100000000","358700000000","378900000000","417500000000","485300000000","538500000000","617700000000","744800000000","895500000000","1042200000000","1206600000000","1371100000000","1674700000000","1860400000000","2130000000000","2443900000000","2708300000000","",
"Euro area","EMU","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2186700000","2446600000","3275200000","3699300000","4408600000","4942660000","5488489000","5616500000","6798819100","8508911500","10180013500","12077210600","15291082100","16880499400","18621613900","20263857800","21220402800","28546694100","32549482500","40094000000","","","","","","",
"Spain","ESP","GDP (current LCU)","NY.GDP.MKTP.CN","4353296384","4988749312","5819676672","6878552576","7696745472","8927539200","10357023744","11729186816","13242030080","15161791488","17198912300","19410742900","22780808900","27464762400","33633297700","39490528600","47522312100","60298871100","73803333000","86335295800","100026802000","112232434700","129065149000","146959678800","165834184700","184269065300","210962394700","235900371000","262634620200","294298127800","327803025000","359461286400","387148231800","400539488600","425995781900","459337000000","487992000000","518049000000","554042000000","594316000000","646250000000","699528000000","749288000000","803472000000","861420000000","930566000000","1007974000000","1080807000000","1116225000000","1079052000000","1080935000000","1070449000000","1039815000000","1025693000000","1037820000000","1079998000000","1118522000000","",
"Estonia","EST","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2779464200","3649283800","4494768500","5049219500","5378702600","6170771400","6976367400","7773841200","8708875900","9707657000","11262295600","13521705500","16246397300","16517270600","14145864200","14716533100","16667633800","17934892300","18932277700","19766304000","20347699000","21098288300","",
"Ethiopia","ETH","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","15162549600","15954893500","17735534000","16759345900","19625339800","20386603800","21791591000","22581497000","23756530700","25202595200","27870207500","29406613100","37722155500","40066416500","47924428300","54008447600","55816131300","53805023800","57840190200","67159835100","68548836800","67067110300","73995583200","87325768600","107289698100","132651633500","173308781900","250206540400","337965157200","385876491200","515078541000","747326498000","866921083000","1060814376000","1297961440000","1528044234000","",
"European Union","EUU","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","GDP (current LCU)","NY.GDP.MKTP.CN","2811619072","3187045376","3412509440","3706011904","4180024576","4622794752","4956040704","5436308992","6232452096","7113830912","8028909600","8823336700","10289534800","12524183700","15783261800","18248256800","20714374300","22719677200","25126040800","29150825600","33682000000","38094000000","42831000000","47790000000","53498000000","58285000000","62740000000","67751000000","76754000000","85929000000","91010000000","86962000000","84852000000","85748000000","90768000000","98556000000","102060000000","110738000000","120382000000","126923000000","136261000000","144437000000","148289000000","151569000000","158477000000","164387000000","172614000000","186584000000","193711000000","181029000000","187100000000","196869000000","199793000000","203338000000","205474000000","209604000000","215773000000","",
"Fiji","FJI","GDP (current LCU)","NY.GDP.MKTP.CN","89200000","92900000","97600000","102800000","111200000","116800000","119700000","130800000","145800000","159300000","191800000","211900000","261300000","338300100","450000000","562400100","623499700","660099700","702200000","852200000","983700100","1056200000","1113300000","1142200100","1275300000","1316500000","1461700000","1465200000","1587600000","1754279000","1980000000","2042000000","2302300000","2521500000","2672400000","2770900000","2988000000","3023100000","3291700000","3825300000","3584796000","3779389000","4029782000","4390551000","4726770000","5084372000","5371466000","5483153000","5614901400","5614080600","6024438100","6768488300","7109505300","7715729700","8435872600","9210799500","9852700000","",
"France","FRA","GDP (current LCU)","NY.GDP.MKTP.CN","47154626560","51441168384","57437560832","64390037504","71431438336","76891144192","83241172992","89916178432","97729413120","111433539584","126115000000","140697000000","157094000000","180141000000","210081000000","236640000000","273411000000","307693000000","349630000000","399430000000","453211000000","511673000000","587952000000","652816000000","709648000000","760509000000","817854000000","859827000000","929444000000","1001897000000","1058627000000","1097112000000","1136841000000","1148404000000","1186345000000","1224967000000","1258950000000","1299739000000","1358776000000","1408159000000","1485303000000","1544629000000","1594259000000","1637438000000","1710760000000","1771978000000","1853267000000","1945670000000","1995850000000","1939017000000","1998481000000","2059284000000","2086929000000","2115256000000","2147609000000","2194243000000","2228857000000","",
"Faroe Islands","FRO","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7409000000","7853000000","8587000000","9612000000","10014000000","9795000000","10089000000","10380000000","11716000000","12402000000","12303000000","12100000000","12942000000","13254000000","13650000000","14678000000","15774200000","16663300000","","",
"Micronesia, Fed. Sts.","FSM","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","106500000","","","112210000","116700000","124700000","135200000","147200000","166200000","178100000","198400000","202500000","222103600","218845700","206900300","219646200","220660500","233226300","240051900","241543400","245277400","240097000","250149400","253372300","256548100","262868600","279966700","296525300","310502100","326128700","316040600","317999400","315179700","329895600","",
"Gabon","GAB","GDP (current LCU)","NY.GDP.MKTP.CN","34687500300","41114890200","44787683300","37850185700","52847427600","55500000000","60399990000","66800000000","72900020000","82699880000","89500020000","105100000000","108500000000","161100000000","371700000000","462400000000","719100000000","690200000000","539200000000","644600000000","904200000000","1049500000000","1188900000000","1292300000000","1556200000000","1500500000000","1178700000000","986300000500","1142100001300","1335500000000","1620600000000","1524201000000","1480260000000","1530840000000","2326762580000","2475200000000","2912800000000","3109100000000","2645000000000","2871000000000","3608200000000","3679028000000","3701273000000","3776236000000","4097532000000","5052603000000","5395402000000","5961579000000","6944822000000","5696993000000","7111477000000","8581583000000","8766489000000","8690532000000","8988325164300","8435271973900","8428775000000","",
"United Kingdom","GBR","GDP (current LCU)","NY.GDP.MKTP.CN","25831456768","27390855168","28786419712","30515644416","33352728576","35927080960","38246703104","40260595712","43626176512","46948737024","54451000000","60860000000","68054000000","78594000000","88183000000","109274000000","129450000000","150816000000","175163000000","207293000000","243097000000","269085000000","294814000000","323001000000","346946000000","381251000000","410311000000","455965000000","511671000000","566512000000","615673000000","647966000000","672170000000","707734000000","745196000000","846128000000","903029000000","948257000000","989333000000","1029522000000","1089131000000","1126463000000","1179882000000","1248517000000","1310091000000","1386386000000","1463435000000","1536565000000","1572467000000","1529536000000","1579877000000","1635062000000","1685225000000","1752554000000","1837062000000","1888737000000","1963311000000","",
"Georgia","GEO","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","3900","4200","4500","4700","5100","5700","6000","6100","6500","7200","7800","8300","9000","9700","10700","11300","12300","13000","13200","14100","14100","13700","14200","14700","14400","15000","19200","149200","16396900","902300000","2432203500","3868475400","4554926700","5022102700","5668695900","6043056900","6673998100","7456026000","8564092800","9824295800","11620952500","13789921200","16993778800","19074852300","17985954600","20743364200","24343986600","26167283500","26847354200","29150481300","31755555600","34028452192.8998","",
"Ghana","GHA","GDP (current LCU)","NY.GDP.MKTP.CN","86900","93000","98700","110000","123600","146600","151800","150400","170000","200100","225900","250000","281500","350100","466000","528300","652600","1116300","2098600","2822200","4285200","7262600","8645100","18403800","27056100","34304800","51139300","74600000","105119600","141721400","192079100","242752900","280287500","387210000","520500000","775170000","1133870000","1411340000","1729600000","2057980000","2715250000","3807070000","4886200000","6615770000","7988791000","9726080000","18705084600","23154448200","30178598000","36597592000","46042100100","59816320900","75315365300","93415886300","113343395200","138749000000","168752715100","",
"Gibraltar","GIB","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","665300000000","874600000000","1131100000000","1438900000000","1760500000000","2272926000000","2962732000000","3133145000000","3304051600000","3661987100000","3884508400000","4144383600000","4438216900000","4802187900000","5232506216200","5518979789300","5829131709300","6840950000000","8157718293700","10703668445900","21728000000000","26369000000000","32046000000000","32248000000000","39289700000000","45176000000000","51605043080937.1","57865000000000","61663600000000","65626600000000","75943316780787.6","",
"Gambia, The","GMB","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","78950000","85700000","85750000","94100000","108950000","114500000","118400000","128000000","163900000","208250000","249700100","316650100","358400000","391114800","414899900","435385000","494649900","563200100","635600000","878950000","1285600000","1560800000","1788950000","2154650100","2498299900","6028584000","6353802300","6881759800","7152734100","7501791000","8310348600","8197194300","8943240100","9283855300","10011609000","10783519400","11517189700","13895461100","17380979800","17836042400","18384961500","19870634800","21432734800","23996694300","26661940000","26464778700","29191004200","32324360800","34773638700","38580859100","42251855500","",
"Guinea-Bissau","GNB","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","43230800","42290800","47224600","52730800","60055400","69432300","73967600","70769200","85130800","90544700","84880000","102123100","124015400","147723100","256923100","354107700","747892300","1495015000","2807696500","5935688700","8202590300","14474043100","24142122400","36741684100","46733020800","70612734500","109721473400","156745000000","121800000000","138191608900","263555000000","287555000000","289838000000","276877000000","280577000000","309514000000","309462000000","333381000000","386965000000","389945000000","420515000000","518288000000","505078658700","516662157300","520872300700","612510621200","690471930600","",
"Equatorial Guinea","GNQ","GDP (current LCU)","NY.GDP.MKTP.CN","","","2235200000","2656000000","3114900000","3884900000","4146600000","4459600000","4726000000","4705800000","4643200000","4511800000","4205200000","4730900000","5431800000","5987300000","6934700000","7899100000","","","5602621900","6781722600","9732420000","12748763200","16179180400","27907572800","26460332300","28053843700","29944068500","28157578500","30526167800","31287356900","35655887100","38523676000","55968521200","70805881800","118917024200","258179067200","218687827900","382421723200","744726139300","1071071157000","1259278371800","1444135082900","2330139756500","4334400062300","5274146000000","6264840820000","8844107000000","7095919000000","8072293000000","10064618859100","11430511492700","10840521000000","10746852000000","7450613944775.86","6332106054523.8","",
"Greece","GRC","GDP (current LCU)","NY.GDP.MKTP.CN","391477184","441618400","469045376","523798528","588140736","669163264","744441216","804406016","872939776","991878976","1156307900","1284074500","1485924600","1942027700","2230914900","2684284600","3339584500","3910650800","4772327900","5922179900","7109390900","8511542100","10705126300","12772420700","15885024200","19381790900","23160737100","26090403300","31747570200","37731966200","45538935500","56241115000","65016082100","73206734800","83020483100","93063601200","103036643300","114712184900","125262554300","133788728200","141247276200","152193837500","163460764300","178904903500","193715823600","199242311800","217861568200","232694592700","241990389900","237534181500","226031447200","207028875300","191203907900","180654276300","178656479400","176311981400","174199263900","",
"Grenada","GRD","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","193035100","238470400","276059800","299431200","312260200","338676100","355869600","392939900","452866800","506491700","580525800","638165300","721784600","750866700","812046300","837433200","836492900","877801900","923865800","990660900","1058914600","1203939700","1301425300","1404119800","1405199300","1458909700","1595749700","1617620200","1877499800","1886491771","2048445716","2230140300","2082450900","2081742900","2102351400","2159681800","2275074300","2461000000","2691921400","2851709200","",
"Greenland","GRL","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","521400200","656983900","737328900","847860100","1035639000","1213543600","1455517600","1694519500","1963137200","2213000000","2683000000","3104000000","3353000000","3806000000","3929000000","4375000000","4879000000","5386000000","6049000000","6797000000","6306000000","6502000000","6265000000","6012000000","6398000000","6773000000","6944000000","7081000000","7705000000","7894000000","8633000000","9040000000","9230000000","9274600000","9716500000","9931900000","10815800000","11154900000","11780400000","12463400000","12972000000","13503600000","13952200000","13947500000","14318200000","14938500000","","",
"Guatemala","GTM","GDP (current LCU)","NY.GDP.MKTP.CN","1043599900","1076699900","1143600000","1262800000","1299099900","1331399900","1390700000","1453500000","1610500000","1715399900","1904000000","1984800000","2101300000","2569200100","3161499900","3645900000","4365300200","5480500200","6070600200","6902600200","7878700000","8607500300","8716999700","9050000400","9470000100","11179899900","15838000100","17710999600","20544999400","23684599800","34316931700","47302324900","53985418500","64243235700","74669184400","85156693000","95478558700","107873382000","124022534000","135286970000","149743023000","146977842900","162506797900","174044123700","190440065700","207728932600","229836096400","261760104600","295871000000","307966000000","333094000000","371012000000","394723000000","423097000000","454052753000","488128203000","522593869000","",
"Guam","GUM","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3385000000","3560000000","3857000000","4197000000","4213000000","4375000000","4621000000","4781000000","4895000000","4928000000","5199000000","5337000000","5531000000","5697000000","5793000000","",
"Guyana","GUY","GDP (current LCU)","NY.GDP.MKTP.CN","291800000","318600000","334200000","301300000","333900000","362500000","388800000","425300000","459500000","498600000","535600000","564100000","599300000","644800000","954700000","1187500000","1136100000","1124700000","1267700000","1326100000","1508000000","1596999900","1446000000","1468000000","1663000100","1950000000","2169999900","3475000100","4137999900","10329999400","15664999400","37644001300","46072000500","57584001000","74803003400","88271003600","99039002600","106678001700","108002000900","123664998400","130012004400","130428002300","137748004900","143843999700","155853586400","164873000000","291964516671.94","352151000000","391505000000","420407000000","462910000000","525554000000","584784000000","613653000000","635377000000","660227000000","723245000000","",
"High income","HIC","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","GDP (current LCU)","NY.GDP.MKTP.CN","7116188200","7455000000","8687000000","10427000000","11888000000","13953000000","14282000000","15475000000","16533000000","19437000000","23106000000","26681000000","32213000000","41327000000","47240000000","49589000000","63156000000","73284000000","85782000000","112691000000","143619000000","173578000000","196005000000","217281000000","261992000000","278128000000","320525000000","394770000000","466076000000","536558000000","599256000000","691323000000","807130000000","931010000000","1049610000000","1119006000000","1235301000000","1373083000000","1308074000000","1285946000000","1337501000000","1321142000000","1297341000000","1256669000000","1316949000000","1412125000000","1503351000000","1650756000000","1707487000000","1659245000000","1776332000000","1934430000000","2037059000000","2138305000000","2260005000000","2398437000000","2491001000000","",
"Honduras","HND","GDP (current LCU)","NY.GDP.MKTP.CN","671300000","712400000","775500000","820400000","914000000","1017300000","1099900000","1196200000","1293600000","1336000100","1446000000","1462000000","1605999900","1824999900","2069000000","2248000000","2695999900","3338999900","3858999900","4502999900","5132000100","5639000000","5807000100","6153999900","6638000000","7278999900","7617000100","8304999900","9251000000","10334000100","12537000000","16314000000","18800000000","22689000000","28862000000","37507000000","47763000000","61321000000","70438000000","77096000000","106654200000","118415700000","129166600000","142817800000","161507500000","183747400000","206288000000","233567200000","262416900000","275632200000","299286000000","335027800000","361348500000","376539400000","414633500000","457432000000","491339300000","",
"Heavily indebted poor countries (HIPC)","HPC","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117104858500","128671056600","146758349500","161832364500","166320941000","180240906500","194270791500","211579482200","232382651000","250873191300","270191000000","294436989900","322309639700","347685001800","330965750300","328040520200","332586977800","330455962100","329571343200","328109379200","335520912100","345166000000","",
"Haiti","HTI","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18077000000","20696000000","23162000000","31959000000","40728899043.3785","46647000000","54006000000","62997000000","69254000000","77580000000","85700000000","94028000000","119758000000","140387000000","168035000000","197138000000","220110000000","250590000000","267880000000","266952000000","302854000000","328061000000","364517000000","391635000000","423644000000","484351000000","",
"Hungary","HUN","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2596929770200","3058817602200","3688314911000","4537093792700","5835633000000","7122464000000","8833295000000","10456471000000","11660562000000","13350074000000","15419134000000","17461700000000","19138918000000","21099068000000","22559880000000","24256957000000","25680214000000","27193630000000","26424604000000","27224599000000","28304938000000","28781064000000","30247077000000","32591713000000","34324110000000","35420320000000","",
"IBRD only","IBD","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
