"Data Source","World Development Indicators",

"Last Updated Date","2022-02-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Armenia","ARM","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50310000","79690000","310190000","4218410000","187065008100","522255990800","661209022500","804334993400","955384987600","987443691500","1031338300000","1175876800000","1362471700000","1624642700000","1907945400000","2242880900000","2656189800000","3149283400000","3568227600000","3141651000000","3460202700000","3777945600000","4266460500000","4555638200000","4828626300000","5043633200000","5067293500000","5564493300000","6017035200000","6543321800000","6181664100000",
"American Samoa","ASM","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512000000","524000000","509000000","500000000","493000000","518000000","560000000","675000000","573000000","570000000","640000000","638000000","643000000","673000000","671000000","612000000","639000000","648000000","709000000",
"Antigua and Barbuda","ATG","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","209241235","237274222","294515943","354863772","399172683","443797053","491789051","562606685","650494597","784188380","910372127","1076321865","1184745929","1240570000","1300610000","1348060000","1444970000","1591460000","1558660000","1711070000","1837670000","1965220000","2068740000","2231200000","2161300000","2198830000","2312270000","2483270000","2762000000","3125690000","3544450000","3699190000","3316490000","3101490000","3071620000","3239860000","3189910000","3374280000","3609070000","3878780000","3963540000","4336050000","4556340000","3699760000",
"Australia","AUS","GDP (current LCU)","NY.GDP.MKTP.CN","16614000000","17575000000","17789000000","19233000000","21252000000","23195000000","24385000000","27184000000","29213000000","32757000000","36910000000","40379000000","44556000000","49831000000","60374000000","71277000000","83377000000","96236000000","105094000000","118789000000","134654000000","152410000000","175917000000","189481000000","213766000000","235414000000","260714000000","286222000000","324449000000","368145000000","404569000000","415233000000","423222000000","444218000000","466618000000","495509000000","528636000000","556257000000","588842000000","620924000000","661722000000","706385000000","755579000000","802510000000","863395000000","924589000000","998436000000","1087683000000","1178577000000","1260468000000","1302858000000","1417898000000","1499804000000","1536454000000","1598553000000","1623207000000","1657744000000","1759314000000","1842946000000","1946228000000","1980866000000",
"Austria","AUT","GDP (current LCU)","NY.GDP.MKTP.CN","12456853504","13815504896","14655121408","15822951424","17326626816","18883733504","20572207104","21879263232","23506483200","25664612352","29047294000","32427439000","37057943000","41997559000","47801145000","50702938000","56006921000","61911611000","65483749000","71830084000","77151790000","82215016000","88359974000","94146775000","98857490000","104329954000","109880625000","114085965000","119645441000","127981232000","137548696000","147464360000","155789392000","160927978000","168954605000","176608750000","182540880000","188723760000","196346610000","203850580000","213606480000","220525080000","226735220000","231862460000","242348260000","254075030000","267824450000","283977970000","293761910000","288044020000","295896640000","310128660000","318653040000","323910200000","333146070000","344269230000","357607950000","369361870000","385423950000","397518540000","379320560000",
"Azerbaijan","AZE","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","293200","534400","4820100","31400000","374700000","2133800000","2732600000","3158300000","3440600000","3775100000","4718100000","5315600000","6062500000","7146500000","8530200000","12522500000","18746200000","28360500000","40137200000","35601500000","42465000000","52082000000","54743700000","58182000000","59014100000","54380000000","60425200000","70337800000","80092000000","81896200000","72432200000",
"Burundi","BDI","GDP (current LCU)","NY.GDP.MKTP.CN","9799999500","10149999600","10675000300","11637499900","13037500400","13415200000","14476400000","15601000000","16030000000","16643000000","21239100000","22123700000","21595400000","24355100000","27189500000","33152700000","38675600000","49278200000","54920300000","70424700000","82775400000","87214200000","91190000000","100658000000","118171000000","138791000000","137201000000","139804000000","151964000000","176743000000","193878000000","211898000000","225599995900","227899998200","233721004000","249864994800","263100000000","342800000000","400200000000","455400000000","627333193100","728046498300","768235261400","849482572100","1007615939900","1208244000000","1309900000000","1467231000000","1911139000000","2191509000000","2501047000000","2819534000000","3365810000000","3812500000000","4184999000000","4879793000000","4897101000000","5485068000000","5414485000000","5559586343900","6239579000000",
"Belgium","BEL","GDP (current LCU)","NY.GDP.MKTP.CN","14450609152","15369578496","16440317952","17674829824","19782035456","21531359232","23118405632","24779487232","26495297536","29388689408","33102330000","36266123000","40599196000","46130061000","54105540000","59878805000","68055986000","73603256000","79043163000","84538074000","91938570000","96393509000","104307846000","110506023000","119389867000","126978258000","132908805000","138264521000","147935633000","160411128000","170096820000","178197561000","187120977000","192721412000","203106897000","210489100000","214287100000","224101500000","232623800000","242307600000","256376400000","264334900000","273255900000","281200200000","296819700000","310037600000","325151500000","343618900000","351743100000","346472800000","363140100000","375967800000","386174700000","392880000000","403003300000","416701400000","430085300000","445050100000","460029400000","478160700000","456892900000",
"Benin","BEN","GDP (current LCU)","NY.GDP.MKTP.CN","55462047700","57800011800","57929838600","62216437800","66112991200","71045292000","74422198300","75330887700","80786079700","85981503500","92215746600","92264521700","103414964200","112419971100","133508014100","145062002700","166884999200","184271994900","209598971900","252337012700","296900984800","350837964800","416599998500","417399996400","459300012000","469800026100","462700019700","469561999400","482587410400","479244386300","533629545100","560387826700","594416368900","644069732800","887259268600","1082965970900","1207834857200","1323938197500","1448386288100","2263338000000","2499926000000","2685133000000","2909671000000","3102021000000","3264365000000","3462851000000","3674800000000","3909982000000","4365330000000","4580012000000","4718034000000","5039213000000","5688291000000","6182559000000","6559333000000","6732814000000","7005230000000","7375302197900","7922004056127.25","8432247506700","9008810371200",
"Burkina Faso","BFA","GDP (current LCU)","NY.GDP.MKTP.CN","81022959600","85901672400","92999196700","96546406400","100539957200","103640383500","106597359600","110885888000","113989353500","124338790400","126704377900","132835033100","145822056400","150399729700","180801323000","201448276000","233346433000","277918974000","332974096400","371939672100","407499079700","482552217600","576523272200","609811824600","637904355300","697477693400","705183875100","712222048300","779182997500","834394193900","844374999000","884418019300","888488984600","905988997100","1052274262000","1187732652000","1323156242400","1428629487600","1654757130200","2086187976300","2108160114900","2336620419500","2512872151500","2749159243200","2874882704500","3240716112600","3420539891800","3649928073800","4215340616100","4444600582300","5002181838700","5692822881100","6413105899900","6640134954900","6884466390200","6995311000000","7605123000000","8191299000000","8826081000000","9478963093200","10322332746400",
"Bangladesh","BGD","GDP (current LCU)","NY.GDP.MKTP.CN","20519491600","23124385800","24390785000","25533401100","25853063200","28351856600","30910501700","34817163300","35921691700","40660830900","43165066400","42008847300","37729475200","62922812900","99674260500","172623537500","150239133000","149303279700","200820319200","236906610500","280777000000","330880000000","371249000000","418391000000","473021000000","579239000000","653221000000","753239000000","829265000000","923893000000","1039585474800","1105182177000","1195424572200","1253694434000","1354123301400","1525177900500","1899334000000","2060032000000","2269299000000","2465089000000","2685034000000","2913370000000","3142804000000","3483202000000","3832940000000","4270741000000","4823369660200","5497997000000","6286822000000","7050718000000","7975387000000","9158288000000","10552040389300","11989231718700","13436744000000","15158023000000","17328639000000","19758152000000","22504793000000","25424826000000","27393324000000",
"Bulgaria","BGR","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","25791000","27818000","29013000","29814600","31670900","32595300","34423800","36531300","38345100","39579200","45390600","135700000","200800000","298900000","525600000","1275678000","2187142000","19032357000","26460036000","25042932000","28124879000","30986688000","34068712000","36637913000","41201300000","47017239000","53608436000","63454890000","72790342000","73181464000","74877677000","81124446000","82645905000","82241820000","84150301000","89599755000","95390491000","102740641000","109964191000","120395232000","119951087000",
"Bahrain","BHR","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","1158100000","1303900000","1370800000","1404400000","1468500000","1373100000","1147700000","1275399900","1392100000","1452700000","1590400000","1735700000","1786400000","1955300000","2093400100","2199399900","2294299900","2387300100","2325100000","2489499900","3407650000","3375050000","3607160000","4164130000","4944460000","6004240000","6957790000","8170480000","9667300000","8624770000","9668190000","10820000000","11561740000","12234840000","12553780000","11675040000","12120350000","13338140000","14213350000","14533370000","13058190000",
"Bahamas, The","BHS","GDP (current LCU)","NY.GDP.MKTP.CN","173200000","193900000","216500000","242500000","272000000","306400000","346800000","398000000","453800000","538700000","539500000","573400000","590900000","670900000","632400000","596200000","642100000","713000000","832400000","1139800100","1335300000","1426500000","1578300000","1732800000","2041100000","2320699900","2472500000","2713999900","2817900000","3062000000","3166000000","3111160000","3109000000","3092000000","3259000000","3429000000","3609000000","6332360000","6833220000","7683870000","8076470000","8317830000","8881160000","8870090000","9055290000","9836200000","10167250000","10618340000","10526000000","9981960000","10095760000","10070450000","10720500000","10494600000","11142900000","11890600000","11992600000","12359700000","12837800000","13164400000","9907500000",
"Bosnia and Herzegovina","BIH","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2034400000","2674985700","4192441000","6367297000","7244156000","8603006000","11819602087.3395","12678173222.3612","13982386790.2178","14728006043.6717","15998147499.8402","17650338710.4869","20057214795.8642","22547858630.0488","25519329644.0574","24798520445.8554","25364952570.0327","26231261989.6027","26222709768.2703","26778754000","27358709686.8556","28589053000","29904460033","31376236000","33444056000","35295752000","34240156000",
"Belarus","BLR","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","433","900","9200","98500","1779300","12140300","19183900","36683000","70216100","302606400","913380000","1717320000","2613830000","3656480000","4999180000","6506710000","7926700000","9716530000","12979080000","14209130000","17046580000","30724500000","54761670000","67068850000","80579270000","89909810000","94949000000","105748200000","122319700000","134732100000","147006000000",
"Belize","BLZ","GDP (current LCU)","NY.GDP.MKTP.CN","40103500","42807100","45510800","48214400","51706500","57300000","63500000","68700000","75000000","79000000","88900000","97100000","105700000","127700000","176500000","213700000","216100000","235300000","272600000","303600000","395876444.858566","392179709.312694","364412653.971418","384206371.910643","428763898.038761","425287485.329411","463276641.071133","562165117.1718","640186720.5449","738267781.40949","824172890.984353","889441500","1037119400","1120410600","1162539100","1240845000","1283320000","1309165800","1378280000","1465464700","1664144900","1736717500","1850395900","1967151200","2102773200","2205129800","2421207500","2543196100","2702677300","2634618900","2754354200","2921595806.46812","3045795012.15698","3158822506.01027","3334670121.92128","3443401982.93824","3578608175.57123","3717059353.43714","3831799573.92814","3965037081.2268","3272561594.16112",
"Bermuda","BMU","GDP (current LCU)","NY.GDP.MKTP.CN","72400000","76500000","80700000","82600000","92200000","98000000","115000000","134800000","150000000","164900000","186300000","211100000","235400000","269500000","312600000","345000000","386300000","447000000","475800000","517200000","613299968","739100032","785500032","889400000","985699968","1039500032","1173500032","1296499968","1415100032","1501500032","1592400000","1634900000","1679900000","1820359900","1867160100","2030750000","2695390000","2932827000","3130748000","3324433000","3480219000","3680483000","3937228000","4186525000","4484703000","4868136000","6144000000","6767000000","6980000000","6656000000","6634526000","6312691000","6378188000","6465756000","6413988000","6654541000","6899911000","7142316000","7224329000","7484113000","6842700000",
"Bolivia","BOL","GDP (current LCU)","NY.GDP.MKTP.CN","4479","4872","5327","5736","6463","7180","7950","8979","10192","11044","12082","13016","16720","25272","42026","48118","54667","64581","75202","90210","111000","144000","358000","1256000","19347000","2366158000","7607769000","8884398000","10805500000","12693906000","15443136000","19132128000","22014006000","24458969000","27636342000","32235073000","37536647000","41643866000","46822326000","48156175000","51928492000","53790327000","56682329000","61904449000","69626113000","77023817000","91747795000","103009182000","120693764000","121726745000","137875568041.282","166231562908.04","187153877606.574","211856031663.416","228003659167.633","228031369896.003","234533182042.419","259184717362.476","278387647199.59","282586680850.555","252717805202.11",
"Brazil","BRA","GDP (current LCU)","NY.GDP.MKTP.CN","0.0011573091","0.0016919273","0.0027098909","0.0048639273","0.0095322182","0.0155134545","0.0228323636","0.0301029091","0.0418803636","0.0550545455","0.0706601105","0.0939258602","0.1260293808","0.1861215459","0.2709586014","0.3816427535","0.5941683927","0.9065374124","1.315362053","2.1677221866","4.5482930909","8.7330138182","17.7020792727","39.7768487273","126.5040054545","475.5340421818","1273.6839276364","4037.8057352727","29375.6302541818","425595.310393455","11548794.5454545","60285999.2727273","640958767.636364","14097114181.8182","349204679000","705991552860.918","854763607812.398","952089196088.811","1002351019213.48","1087710456053.99","1199092070940.21","1315755467830.93","1488787255158.37","1717950396424.49","1957751212962.57","2170584503422.14","2409449922072.06","2720262937838.32","3109803089046.29","3333039355422.42","3885847000000","4376382000000","4814760000000","5331619000000","5778953000000","5995787000000","6269328000000","6585479000000","7004141000000","7407023573499.99","7447858250246.4",
"Barbados","BRB","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","640206931.702345","812441000","873479000","993562000","1112015000","1348300000","2036000000","2241000000","2341000000","2486000000","2709000000","2835000000","3113000000","3428000000","3646000000","4035000000","4047000000","4064000000","3914000000","4150000000","4327000000","4459000000","4754000000","5025000000","5666000000","5937000000","6119000000","6109000000","6213000000","6419000000","6889000000","7639000000","8435000000","9348000000","9570000000","8931000000","9060000000","9315000000","9220000000","9354000000","9393000000","9430000000","9660000000","9956000000","10173000000","10418000000","8836000000",
"Brunei Darussalam","BRN","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","349100000","406400000","425600000","492300000","493500000","548200000","602900000","763600000","1064800000","2616200000","2770400000","3516100000","4226800000","4415200000","6097100000","10553600000","9224500000","9125500000","8123900000","8068500000","7752300000","5135600000","5800900000","5414800000","5822558200","6381000000","6395000000","6815000000","6634000000","6243000000","6710000000","7213000000","7717000000","6780000000","7797000000","10345988300","10035474000","10463065100","11424185700","13305817600","15864066900","18225800000","18458500000","20397900000","15611300000","18690000000","23303000000","23802306200","22639000000","21663600000","17778000000","15748000000","16747700000","18301000000","18374986800","16564437814.1911",
"Bhutan","BTN","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","1011718849.77225","1205042821.74242","1337327416.14001","1582540639.85288","1822825265.274","2019678534.49406","2411419721.01935","3146310366.08124","3789594792.82191","4296490108.81267","5036894801.90985","5464876700","6226392600","6890681800","8124378200","9419773500","10750720400","12790595200","14996062000","17192514600","19075416200","21775566600","25318496700","28136274400","30931981200","35144971100","39643167200","48307804700","53416067000","59732832000","70783141400","82938207000","95186684100","102910374300","116388798800","128534632200","145072779900","159571684700","167339970000","178561731493.689","171572903898.443",
"Botswana","BWA","GDP (current LCU)","NY.GDP.MKTP.CN","21693100","23515300","25424300","27246600","29849700","32800000","36900000","42049500","47500000","55550000","68950000","90800000","127100000","169450000","207950000","262650000","323500000","380250000","488950000","668200000","824550000","898500000","1045050000","1285850000","1611050000","2120950000","2616900000","3299500000","4835800000","6213550000","7052350000","7970750000","8747900000","10080305000","11434600000","13114200000","16114900000","18327800000","20244000000","25361400000","29530900000","32065900000","34416000000","37181580600","42036500200","50752072000","59106901000","67152660800","74720901400","73462364600","86867416000","104979857400","109870421900","125158316400","140517800000","137539200000","164418200000","166473500000","172525300000","178480400000","172552400000",
"Central African Republic","CAF","GDP (current LCU)","NY.GDP.MKTP.CN","27500003300","30200000500","30500003800","31700000800","34800005100","36900000000","38800000000","40300000000","47474848000","48882781000","52269637900","55470778500","58046469600","60443775600","67733982000","81151726200","107803103500","124632850100","137780646300","149067829200","168399988700","188799998000","245900130800","251000322300","278699993600","388545000000","388647000000","360942000000","376748000000","393634000000","392255000000","388567000000","373723000000","362103000000","472576000000","556745000000","515538000000","547331000000","570683000000","615377403800","651102539300","683069686500","690985647100","662425831200","670964091200","705416000000","763713000000","813587000000","889060000000","972276000000","1060142000000","1148896000000","1281561000000","835453000000","935578000000","1002592000000","1081516000000","1203324000000","1233635000000","1300902510700","1369945192300",
"Canada","CAN","GDP (current LCU)","NY.GDP.MKTP.CN","39239090176","41469849373.2046","45131300479.4114","48565203776.7579","53258992994.1579","58766438012.9371","65811554588.5602","70837307492.4793","77394821620.5446","85225027389.5083","91842630000","100244827000","111940684000","131334991000","156879706000","176823975000","203683507000","225049529000","249394512000","284734661000","320189894000","367121000000","386773000000","419691000000","460243000000","498075000000","524450000000","571926000000","624401000000","669026000000","692997000000","699253000000","716019000000","744608000000","789507000000","828973000000","857023000000","906895000000","940539000000","1007917000000","1106063000000","1144535000000","1193687000000","1254742000000","1335724000000","1421573000000","1496574000000","1577660000000","1657040000000","1571334000000","1666046000000","1774063000000","1827205000000","1902249000000","1994897000000","1990442000000","2025533000000","2140641000000","2235672000000","2311294000000","2206764000000",
"Central Europe and the Baltics","CEB","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","GDP (current LCU)","NY.GDP.MKTP.CN","41642496000","46846156800","51950571520","57126662144","63322750976","67110535168","72066473984","77576192000","82835611648","89754304512","","","","","","","","","","","205542880000","220656647000","233768963000","240831333000","257403422000","272919042000","286427521000","297351115000","315665825000","340726640000","369509226000","385929295000","393956520000","402596439000","412537285000","417579199000","420822455000","428309625000","440568637000","448437466000","472595737000","484723494000","483439959000","488937338000","504278198000","523662569000","556438829000","592442267000","617696476000","607377277000","629325240000","641200305000","648980519000","660648765000","672818206000","675735646000","685440984000","693694125000","719271624000","727212146000","706241809000",
"Channel Islands","CHI","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3590000000","3871000000","4256000000","4330000000","4446000000","4491000000","4672000000","4855000000","5259000000","5755000000","","","","","","","","","","","","","",
"Chile","CHL","GDP (current LCU)","NY.GDP.MKTP.CN","4521000","5070700","5957900","9069100","13759400","19285100","27583300","35767300","49452900","72043000","103127300","132786200","246559400","1205476300","9609527600","37425087200","134962124500","300760724300","506241301200","812187712700","1132431685000","1345885243700","1289341223100","1603846028300","1932426506200","2847686144400","3644650048600","4883059000100","6380116701600","7977983648900","10096424395700","13212666666500","16665745886300","19924680966000","23953800140800","29141591313200","32173374439800","35621374458411.7","37549275338224.3","38246923164208.8","42005194286644.8","45067992919379.7","48044478870119.8","52299888133072.1","60471710758510.2","68831705427037.2","82080219853929.9","90702903280006.1","93854108404159.9","96686356858733.1","111508610680027","122006090354937","129947342297034","137876215768071","148599453874995","159553348309832","169537387722371","179749461246608","190825823098788","196379332652176","200512436237197",
"China","CHN","GDP (current LCU)","NY.GDP.MKTP.CN","147010000000","123230000000","116220000000","124830000000","146990000000","173400000000","188870000000","179420000000","174410000000","196220000000","227970000000","245690000000","255240000000","275620000000","282770000000","303950000000","298860000000","325000000000","367870251960","410045367150","458758107780","493583283730","537335013630","602092410070","727850230680","909894802710","1037615445370","1217459467450","1518038647670","1717974173480","1887286882720","2200562845800","2719453090000","3567323035800","4863745033400","6133989133700","7181362958700","7971504449200","8519550709000","9056437577700","10028013925300","11086312304600","12171742474800","13742203491800","16184016090700","18731890311800","21943847481700","27009232371800","31924461277900","34851774373500","41211925579600","48794018052500","53857995346900","59296322954900","64356310454400","68885821804900","74639505948400","83203594856000","91928112906700","98651520000000","101598620000000",
"Cote d'Ivoire","CIV","GDP (current LCU)","NY.GDP.MKTP.CN","133926436900","151630987300","158103633900","186469007400","225685553200","225399996400","251599994900","266400006100","317200007200","353900003300","402300010500","436200013800","466099994600","559100002300","738999992300","834499969000","1114000064500","1539199991800","1782800056300","1944899944400","2149899960300","2291399917600","2486599942100","2605799964700","2989499875300","3134800003100","3171574087700","3031708991500","3054484062200","3112694972400","2939329970200","2960043016200","2952100053000","3127745970200","4615726170100","5490705694700","9244342143428.58","10533806865926.7","11574650148039.3","11618853071085","11773496809253.6","12311998549428.5","12524564514707.3","12323837640441.8","12398020711077.7","12673666407069.6","13207658124852.2","13765549262832.2","15198896568003.5","15936745397808.9","17286284723957.7","17291860797480.2","18534370817529.3","21119264227480.2","24116592040516.2","27086150000000","28423874000000","29955010000000","32222266000000","34298893000000","35311383460000",
"Cameroon","CMR","GDP (current LCU)","NY.GDP.MKTP.CN","150600319000","160100302800","170100342800","176000352300","190300405800","199500005400","209099997200","230299992100","259000008700","286099996700","318199988200","340599799800","377600868400","423800012800","519299989500","612299964400","692500037600","833999994900","1052200009700","1259100045300","1410199978000","1796399956000","2172500049900","2617999884300","3195000062000","3838866882600","4106168565800","3921899946000","3644487893000","3513100009500","3352800002000","3340200050700","3195299954700","4582084386900","4942679965100","5423134077700","5674926754200","6297476427600","6665360691300","7118457948300","7504468904900","8022307400000","8614011492400","9261144581200","9927778712300","10286732736700","10924187809500","11452867470400","12360954482800","13136692225100","13610554063300","14434774483800","15395858195200","16658553318900","17966123162400","19043066557100","20038566000000","20960865000000","22203329000000","23243662000000","23486470000000",
"Congo, Dem. Rep.","COD","GDP (current LCU)","NY.GDP.MKTP.CN","0.0005710987","0.0005401807","0.0007937667","0.0015688294","0.0015848499","0.002224146","0.0024929631","0.0039142333","0.0065293335","0.0084041664","0.0081457338","0.0093432665","0.0103101004","0.0131432999","0.0160269235","0.0170963631","0.0254803002","0.0352433327","0.0428383343","0.0868066691","0.1343166693","0.183156669","0.261600076","0.4727933419","0.9461033354","1.1958700456","1.6085966793","2.8700065939","5.5244002445","11.4686671421","22.3903331459","500","17700","269200","69502300","396421800","2896399900","7999999900","9989899900","51823853700","1317075195100","2231456730100","3025905347400","3623266448400","4113594421900","5670065000000","6767519545400","8648878513700","11067568514400","15101187901500","19536676925500","23759424582500","26954556932500","30051179396400","33223988461800","35111225971900","37517392391700","55676093127400","76495500373000","83048340000000","90181047764600",
"Congo, Rep.","COG","GDP (current LCU)","NY.GDP.MKTP.CN","32300007400","37200007200","40800010200","42200006700","45500010500","48600010000","54200000000","58399990000","62200000000","68899960000","76000000000","88700030000","103500000000","120800000000","140900000000","164400000000","180300000000","188000000000","198300000000","255000000000","360400000000","541700000000","710000000000","799200000000","958500000000","970800000000","640412500000","690558983000","659000000000","762300006400","762000000000","768700000000","776400000000","760100000000","982360000000","1056200000000","1299700000000","1355700000000","1150100000000","1449300000000","2292500000000","2048300000000","2104900000000","2031800000000","2455800000000","3506269000000","4217179000000","4203698000000","5195837000000","4572804000000","6505751000000","7377578000000","9033228000000","8869805400772.46","8844629467374.85","7029660317337.72","6056038869040.31","6442284253308.68","7592974204296.41","7470563887276.35","5863565000000",
